"","MESSAGE_BODY","MESSAGE_FAVORITES_COUNT","MESSAGE_POSTED_TIME","MESSAGE_RETWEET_COUNT","MESSAGE_ACTION","USER_GENDER","USER_FOLLOWERS_COUNT","USER_SCREEN_NAME","USER_CITY","X10"
"125","RT @CFBQ: Join us at the #BishopsChristmasLuncheon on Weds., 12/7 @russosonthebay! Call 718-965-7375 ext. 1628 to RSVP. @DeSalesMedia @Broo<U+0089><db>_","0","16:11.0","1","share","unknown","1609","BrooklynDiocese","Brooklyn",NA
"126","RT @Saintjamesbklyn: #PutHimOnYourList @DeSalesMedia https://t.co/86csPp0SZo","0","05:32.0","3","share",NA,"1325","NETnyTV","Brooklyn",NA
"127","RT @NETnyTV: .@StJoseph_BK for the Feast of #OurLadyofGuadalupe LIVE on https://t.co/jdkMrDPdC4 @BrooklynDiocese @DeSalesMedia https://t.co<U+0089><db>_","0","22:43.0","2","share","unknown","1315","DeSalesMedia","Brooklyn",NA
"128","RT @DeSalesMedia: .@BpDiMarzio speaks with @CBSNews NY at Grand Army Plaza about the importance of the Christmas Tree Lighting! #PutHimOnYo<U+0089><db>_","0","33:47.0","2","share","unknown","1010","dobpress","Brooklyn",NA
"129","RT @DeSalesMedia: In honor of Det. Steven McDonald, read about his visit to St. Patrick Catholic Academy in Bay Ridge last fall. https://t.<U+0089><db>_","0","37:18.0","7","share","unknown","456","GanjasmokerCb",NA,NA
"130","RT @DeSalesMedia: Today's Catholic School Week #CSW17 theme is celebrating your students, encourage them to continue to be grounded in thei<U+0089><db>_","0","27:27.0","3","share","unknown","6328","NCEATALK","Arlington",NA
"131","Dios Nunca Duerme visita ""La Pata de Josue"" en Argentina! @DeSalesMedia #teamhope #argentina http://t.co/OfmVnHaXx7 http://t.co/dRDyv4Bnvt","0","11:10.0","0","post","male","3962","DavidBisono","Brooklyn",NA
"132","@currentsny reporters in the house!! #WCDnyc @aderkon @MichelleCPowers  @DeSalesMedia http://t.co/MFM0PtxjaI","1","39:57.0","3","post","female","34","katie_lynn_rose","NEW YORK CITY",NA
"133","#wcdnyc @DeSalesMedia @TabletNewspaper More needs to be done to promote intact family unit &amp; family life. Must be more than just talk","0","45:56.0","1","post","male","33","DeMedievalist","NEW YORK CITY",NA
"134","RT @DeMedievalist: #WCDnyc @DeSalesMedia @gallicho We have come along way since JFK had to ""pinky swear"" not to take orders from the Pope.","0","46:13.0","3","share","unknown","597","DeSalesMedia","Brooklyn",NA
"135","RT @DeMedievalist: #WCDnyc @DeSalesMedia @gallicho We have come along way since JFK had to ""pinky swear"" not to take orders from the Pope.","0","45:07.0","3","share","female","956","christinemohan","New York City",NA
"136","Looking forward to @DeSalesMedia #WorldCommunicationsDay Wednesday. Always an excellent day.","2","27:29.0","1","post","unknown","668","NotoriousNJV","NEW YORK CITY",NA
"137","RT @stjohnsCampMin: Check out these @famvin Vincentians! NET TV - Wake Up the World - Vincentian Priests (Ep 5) https://t.co/VPttt7J2Ek @desalesmedia @netnytv","0","35:25.0","2","share","unknown","444","vinformation1",NA,NA
"138","Check out these @famvin Vincentians! NET TV - Wake Up the World - Vincentian Priests (Ep 5) https://t.co/VPttt7J2Ek @desalesmedia @netnytv","1","10:33.0","2","post","unknown","853","stjohnsCampMin",NA,NA
"139","RT @DeSalesMedia: Come and show your support for the #EducationTaxCredit today outside Cathy Nolan's offices in Ridgewood and Sunnyside at 3:30 PM!","0","15:49.0","5","share","unknown","2804","NYSCatholicConf","Albany",NA
"140","RT @DeSalesMedia: A number of labor unions have shown support for #EducationTaxCredit! http://t.co/PjxYXT2ua1 Show yours by emailing your assembly member!","0","15:58.0","5","share","unknown","2804","NYSCatholicConf","Albany",NA
"141","@DeSalesMedia #beachtowel made it's way down South for #summervacation Great day at @follybeach_com @TabletNewspaper http://t.co/RqS6Td8oIm","0","06:33.0","0","post","female","66","berlykim22",NA,NA
"142","RT @stjohnsCampMin: It was a great weekend! Thanks for the article @BrooklynDiocese @desalesmedia @tabletnewspaper http://t.co/HitheObRMh #SteubieNYC","0","57:56.0","2","share","male","572","Joey_aka_Nino",NA,NA
"143","Our communications arm @DeSalesMedia will welcome Pope Francis to NYC with 225-foot tall billboard. Info: http://t.co/5eE0SwDO1G #PopeInUSA","10","56:41.0","15","post","unknown","415","BrooklynDiocese","NEW YORK CITY",NA
"144","RT @doboff: So blessed to be #Limitless. #SteubenvilleNYC @DeSalesMedia @katie_lynn_rose @JamesKuroly @NETnyTV @stjohnsCampMin  https://t.co/E1CiFBy9tU","0","59:58.0","1","share","female","644","SJUMission","ST. JOHN",NA
"145","So blessed to be #Limitless. #SteubenvilleNYC @DeSalesMedia @katie_lynn_rose @JamesKuroly @NETnyTV @stjohnsCampMin  https://t.co/E1CiFBy9tU","0","57:37.0","1","post","female","1306","doboff","NEW YORK CITY",NA
"146","RT @MichaelDuffy: @DeSalesMedia @MonsignorH remarkable. So impressed and excited! Brooklyn showing us how to do it. Again!","0","22:58.0","1","share","male","769","MonsignorH","Brooklyn",NA
"147","@DeSalesMedia @MonsignorH remarkable. So impressed and excited! Brooklyn showing us how to do it. Again!","0","57:39.0","1","post","male","3753","MichaelDuffy","FARMINGDALE",NA
"148",".@DeSalesMedia representing at #CMC16 Banquet &amp; Presentation #stl https://t.co/lnNgqX84Ll","0","12:45.0","0","post","male","130","DeMedievalist","NEW YORK CITY",NA
"149","RT @DeSalesMedia: Welcome to the 21st academy on the Academy Network: @HCJCANY in Richmond Hill, Queens! https://t.co/KJmeiVpUCz https://t.<U+0089><db>_","0","16:38.0","6","share","unknown","320","NuestraVozDOB","NEW YORK CITY",NA
"150","RT @berlykim22: Amazing job @MonsignorH #RNC opening prayer @DeSalesMedia @TabletNewspaper @StJoseph_BK @NETnyTV @BrooklynDiocese https://t<U+0089><db>_","0","17:05.0","2","share","unknown","1166","DeSalesMedia","Brooklyn",NA
"151",".@MonsignorH delivers the invocation at #RNC2016 @BrooklynDiocese @DeSalesMedia https://t.co/PSOXIYPSBq","0","58:23.0","0","post","male","641","DennisPoust","Albany",NA
"152","RT @DeSalesMedia: Check out the shirts pilgrims from @BrooklynDiocese will be wearing all week at #WYD2016, from @DeSalesMedia! #WYDOB http<U+0089><db>_","0","19:51.0","2","share","unknown","1327","BrooklynDiocese","Brooklyn",NA
"153","RT @DeSalesMedia: Let the flame of love wrap around our world","so there will be no more violence and injustice."" #WYDOB #WYD2016 https://t<U+0089><db>_""","http://twitter.com/NETnyTV/statuses/758033955761389568","19:13.0","en","id:twitter.com:2252505529","609","25:12.0","Catholic cable TV network available on @VerizonFiOS 48 in New York and CT, TWC 97, Cablevision 30, and streamed online. Part of @DeSalesMedia.","Kings County"
"154","On the floor of the DNC during President Obama's speech. @currentsny @DeSalesMedia @NETnyTV https://t.co/qG3W5VAYoi","0","58:25.0","0","post","female","153","AnchorLiz","Brooklyn",NA
"155","RT @AnchorLiz: On the floor of the DNC during President Obama's speech. @currentsny @DeSalesMedia @NETnyTV https://t.co/qG3W5VAYoi","0","07:16.0","1","share","unknown","1191","DeSalesMedia","Brooklyn",NA
"156","RT @DeSalesMedia: #WYD2016 Pilgrims from St. Patrick in Bay Ridge showing their USA pride in Krakow! (Photo via @StPatsBrooklyn)#WYDOB http<U+0089><db>_","0","56:11.0","1","share","male","61","StPatsBrooklyn","Brooklyn",NA
"157","RT @DeSalesMedia: St. Teresa of Avila is the 39th Parish on the Parish Network! Check them out at https://t.co/koCVfKme5W https://t.co/5JCO<U+0089><db>_","0","25:12.0","3","share","unknown","268","catholics_count",NA,NA
"158","RT @DeSalesMedia: Laura &amp; Clara of @BrooklynDiocese Catholic Telemedia Network, @ctnbrooklyn, preparing 'Welcome to the Family!' goody bags<U+0089><db>_","0","23:45.0","1","share","male","618","StJoseph_BK","NEW YORK CITY",NA
"159","RT @DeSalesMedia: The Swiss Guard from the Paul IV Audience Hal, Vatican this morning at #PopeFrancis' first global conference on faith and<U+0089><db>_","0","51:55.0","7","share","unknown","1489","BrooklynDiocese","Brooklyn",NA
"160","RT @DeSalesMedia: Monsignor Sanchez De Toca y Alameda at Vatican's First Global Conference on Faith and Sports being interviewed on @NETnyT<U+0089><db>_","0","21:10.0","5","share","unknown","1289","NETnyTV","Brooklyn",NA
"161","Why is @BayRidgeDems not condemning @HillaryClinton ppl for their offensive remarks about the Catholic Church? @DeSalesMedia","0","50:20.0","0","post","male","258","frgelfant","NEW YORK CITY",NA
"162","RT @frgelfant: Celebrating LIFE with the @KofC and the Diocese of Brooklyn. @DeSalesMedia Thank You @TabletNewspaper and @NETnyTV https://t<U+0089><db>_","0","33:39.0","2","share","unknown","1567","TabletNewspaper","NEW YORK CITY",NA
"163","RT @DeSalesMedia: Today's Catholic School Week #CSW17 theme is celebrating your students, encourage them to continue to be grounded in thei<U+0089><db>_","0","12:08.0","2","share","unknown","1380","NETnyTV","Brooklyn",NA
"164","RT @DeSalesMedia: New York needs to #InvestinEd! I join #NYGovCuomo in standing up #ForOpportunity for all students. http://t.co/LdRApfmFqd","0","05:20.0","0","post","male","281","aderkon","Brooklyn",NA
"165","#WCDnyc @DeSalesMedia Bishop Paul Sanchez and parish family at Our Lady Queen of Martyrs' volunteer appreciation day. http://t.co/1DihK9PgLH","0","25:46.0","1","post","unknown","0","OLQMcomm",NA,NA
"166","Watch today video blog from #Biking4vocations #vocations #Pray @DRVCvocations @DeSalesMedia  https://t.co/QulUoG9d39","0","19:44.0","0","post","unknown","771","ncdvd",NA,NA
"167","And the ride for Christ continues #biking4Vocations #Prayer #Vocations @DRVCvocations @DeSalesMedia  https://t.co/vTYDJlpoka","0","45:23.0","0","post","unknown","771","ncdvd",NA,NA
"168","RT @DeSalesMedia: #CMC15 @CatholicPress @USCCB @KofC @EWTN http://t.co/PoMCARRkF8","0","41:33.0","2","share",NA,"55","SHSSRC","Brooklyn",NA
"169","RT @stjohnsCampMin: Check out these @famvin Vincentians! NET TV - Wake Up the World - Vincentian Priests (Ep 5) https://t.co/VPttt7J2Ek @desalesmedia @netnytv","0","34:54.0","1","share","unknown","775","famvin",NA,NA
"170","RT @DeMedievalist: This Eve: The billboard welcoming Pope Francis to NYC almost complete! @DeSalesMedia #PopeInUSA #PopeInUS @Pontifex http://t.co/GVtzwef8kt","0","51:35.0","9","share","unknown","346","philmac48",NA,NA
"171","The press is on the move to see #PopeFrancis arrive in NYC #PopeinNYC @DeSalesMedia #PopeInDC http://t.co/OQySd0LEFp","2","56:24.0","2","post","male","75","DeMedievalist","NEW YORK CITY",NA
"172","RT @CNS_Rhina: Mural en Nueva York de #papafrancisco, tama_o rascacielos (foto izq de @DeSalesMedia) http://t.co/XZ4CClPWbX","0","34:40.0","9","share","female","834","KimberleyMonari","San Diego",NA
"173","@austeni @DeSalesMedia @NETnyTV @TabletNewspaper 
Buen viaje, y gracias!","0","24:15.0","0","post","unknown","174","NuestraVozDOB","NEW YORK CITY",NA
"174","RT @DeSalesMedia: .@MonsignorH on Pope: He is teaching the people the prayer 'Jesus make my heart like yours' because he is a pastor first. #PopeInUSA","0","12:13.0","1","share","male","285","StJoseph_BK","NEW YORK CITY",NA
"175","RT @DeSalesMedia: Whoever designed the Festival of Families stage really knew what they were doing. And the #WMF2015 logo is fabulous. http://t.co/9yx9rVKLuf","0","49:39.0","1","share","unknown","302","mandamaria","NEW YORK CITY",NA
"176","#PopeInUSA #LIVECoverage: http://t.co/9bSPcnFcXr @desalesmedia @TabletNewspaper","0","50:51.0","3","post",NA,"808","futuresinedu","NEW YORK CITY",NA
"177","RT @NETnyTV: DID YOU KNOW? @DeSalesMedia designed the book used by #PopeFrancis @Sept11Memorial ceremony earlier? #PopeinNYC http://t.co/oB0P8NL6Ir","0","59:54.0","1","share","unknown","800","DeSalesMedia","Brooklyn",NA
"178","RT @DeSalesMedia: Some more photos of the volunteers getting everything ready to feed the hungry tonight! #PopeInUSA #PopeInNYC http://t.co/Wdg9LOHadA","0","47:46.0","7","share","female","1326","doboff","Brooklyn",NA
"179","RT @DeSalesMedia: #PopeFrancis prays the Our Father with the crowd gathered at @CathCharitiesNY #PopeInUSA #PopeInNYC http://t.co/HKkLthCbnD","0","56:30.0","1","share","unknown","3859","CathCharitiesNY","York",NA
"180","RT @DeMedievalist: Monsignor Harrington of @DeSalesMedia bidding adieu to Vatican Press at JFK #PopeFrancis #PopeinNYC @dobpress http://t.co/792NFAc8ii","0","26:39.0","4","share","unknown","338","emmcinnis2","Memphis",NA
"181","RT @DeMedievalist: Crowds at JFK waiting for departure of #PopeFrancis #PopeinNYC to #PopeInPhilly #PopeinUS @DeSalesMedia http://t.co/pAOIVbttDy","0","39:33.0","2","share","unknown","799","JDPasricha","York",NA
"182","RT @SFBK_SWA: Our student athletes helping @desalesmedia in making sandwiches &amp; loading vans for the #popeinusa! #TerrierPride http://t.co/mIFcKFYjln","0","54:21.0","10","share","female","613","sfbkad",NA,NA
"183","Fr. Torres celebrates Holy Mass for the staff of @DeSalesMedia in the studio of NetTV @BrooklynDiocese #PopeInPhilly http://t.co/E57Gnfd7XP","3","26:00.0","5","post","unknown","816","NETnyTV","NEW YORK CITY",NA
"184","@DeSalesMedia Louie thanks you too! http://t.co/qSQuEL5OQi","0","50:02.0","2","post","male","164","frgelfant","NEW YORK CITY",NA
"185","RT @DeSalesMedia: Join us for a Young Adult Mass and Fellowship on Nov. 6 at 7PM at SS Peter and Paul Parish in Brooklyn! https://t.co/LuIjiuZK10","0","11:27.0","2","share","male","240","JamesKuroly",NA,NA
"186","RT @DeSalesMedia: Help @TabletNewspaper brighten someone's Christmas by donating to the Bright Christmas Fund: https://t.co/vA0lMn9pii https://t.co/9Z2tSTaUAy","0","02:58.0","4","share","male","868","schillermatt",NA,NA
"187","RT @DeSalesMedia: The 1st Annual #Christmas Tree Lighting at @StJoseph_BK begins in 75 minutes! They are almost done with set-up! https://t.co/JCicyOkeDs","0","44:49.0","1","share","male","349","StJoseph_BK","NEW YORK CITY",NA
"188","Great time @BrooklynChamber #wintergala2015 @DeSalesMedia @TabletNewspaper @NETnyTV #christmas2015 https://t.co/Ot6Oi4w7Tj","0","51:01.0","1","post","female","87","berlykim22",NA,NA
"189","Share House from Heaven #DorothyDay https://t.co/M72A5o8vzx @Chazmaniandevyl @CINetNews @bfraze @EyeOfTheTiber @CWticker @DeSalesMedia #ihs","0","45:53.0","0","post","female","490","DorothyDayBrisb","Brisbane",NA
"190","RT @DeSalesMedia: St. Peter CA has joined the Academy Network in time for #CSW16! Check out their new site: https://t.co/Rgm5mAyxsJ https:/<U+0089><db>_","0","33:54.0","2","share","female","938","jmbogash","Deerfield Beach",NA
"191","@BrooklynDiocese @BpDiMarzio Visit Highlights #Queens #JacksonHeights @StJoanOfArc #CSW16 @DeSalesMedia  https://t.co/74SVsTGdPb","0","53:36.0","0","post","unknown","177","catholics_count",NA,NA
"192","RT @DeSalesMedia: We will return with #PopeInMexico coverage with a special @CurrentsNY at 7:30PM! #PapaEnCuba https://t.co/pDHG1iYeb6","0","12:32.0","2","share","female","67","MEGiossi",NA,NA
"193","RT @DeSalesMedia: A beautiful moment... #PopeInMexico #PapEnMex https://t.co/XJDZKcnWVv","0","16:33.0","2","share","unknown","279","Jfloodjr","Philadelphia",NA
"194","RT @katie_lynn_rose: Look! It's me! And a giant red X! #Juarez #PopeInMexico #papaenmex #papaencdj @NETnyTV @DeSalesMedia https://t.co/fyFz<U+0089><db>_","0","46:58.0","3","share","unknown","1006","NETnyTV","Brooklyn",NA
"195","RT @DeSalesMedia: Say hi to the 12th school in the Academy Network, Holy Family CA in Fresh Meadows, Queens! https://t.co/dYFKDGELcf https:<U+0089><db>_","0","53:50.0","3","share","female","104","berlykim22",NA,NA
"196","The new ""Too Blessed to be Stressed"" and @DiosNuncaDuerme Set on @NETnyTV in @StJoseph_BK New Season! @DeSalesMedia https://t.co/8YAGFsais0","0","00:53.0","0","post","male","4526","DavidBisono","Brooklyn",NA
"197","RT @DeSalesMedia: Don't miss the 2016 Bishop DiMarzio Golf Classic, to be held on July 14! Info: https://t.co/IT3gCTyQcP https://t.co/M249R<U+0089><db>_","0","43:19.0","2","share","male","473","StJoseph_BK","NEW YORK CITY",NA
"198","RT @DeSalesMedia: .@MikeOLoughlin: We want interaction with our leaders instead of just consuming their information. We want to be heard. #<U+0089><db>_","0","02:13.0","1","share","unknown","2417","Diobpt","Bridgeport",NA
"199","RT @berlykim22: #WCDnyc @currentsny news team representing @DeSalesMedia @TabletNewspaper @NETnyTV https://t.co/4sA6YpG74c","0","44:46.0","5","share","unknown","44","swartzmadeline",NA,NA
"200","RT @DeSalesMedia: Be a part of #WCDnyc now until 4PM with our livestream. Go to https://t.co/ZjfI1wRY4G and tune in!","0","29:11.0","1","share","unknown","1110","NETnyTV","Brooklyn",NA
"201","RT @DeSalesMedia: Doug Keck @EWTN If God wants us to go on we will. If He doesn't, we won't. Opportunities present themselves. #WCDnyc","0","06:11.0","3","share","unknown","1032","ryanjkingesq","Toledo",NA
"202","@berlykim22 @DeSalesMedia @TabletNewspaper @NETnyTV Thanks, Kim, for including the #Maryknoll friend level sponsor lanyards in your pic!","0","22:43.0","0","post","unknown","367","MKLeditor",NA,NA
"203","@DeMedievalist @DeSalesMedia @GatewayArchNPS @NuestraVozDOB @CatholicPress A fine view of our great city. Thanks for coming to #CMC16","0","55:41.0","0","post","male","744","TeakPhillips","St. Louis",NA
"204","RT @StFinbarBklyn: We are ready this weekend to register new voters, help existing voters. After all Masses @DeSalesMedia https://t.co/im48<U+0089><db>_","0","34:32.0","1","share","unknown","1133","DeSalesMedia","Brooklyn",NA
"205","@catholics_count @BrooklynDiocese @DeSalesMedia 4 Take note Catholics across America Register &amp; VOTE!","0","56:14.0","0","post","male","2011","TheBread_OfLife",NA,NA
"206","RT @DeSalesMedia: Pilgrims from @BrooklynDiocese heading to #WYD2016 will go with about 2 dozen of these pins! Keep up w/ them! #WYDOB http<U+0089><db>_","0","34:41.0","1","share","unknown","1302","BrooklynDiocese","Brooklyn",NA
"207","RT @DeSalesMedia: Stay with @NETnyTV for coverage of the #DNC all week w/ @currentsny (daily at 730PM) and In The Arena (Sun. 8PM)! https:/<U+0089><db>_","0","56:16.0","4","share","female","48","StAugustineRC","Brooklyn",NA
"208","RT @DeSalesMedia: Highlights from #WYD2016 this morning. LIVE NOW on https://t.co/eWyYiPBF7W: Prayer Vigil with #PopeFrancis https://t.co/I<U+0089><db>_","0","04:57.0","1","share","male","564","StJoseph_BK","NEW YORK CITY",NA
